,fips,state_name,latitude,longtitude,hq_address,hospital_type,hospital_name,hq_city,hq_state
564,6099,California,37.66479780000003,-120.95832209999998,1421 Oakdale Rd,Short Term Acute Care Hospital,Stanislaus Surgical Hospital,Modesto,CA
565,6099,California,37.668701,-120.97457549999996,1700 Coffee Rd,Short Term Acute Care Hospital,Memorial Medical Center,Modesto,CA
566,6099,California,37.66594980000008,-120.9974006,1441 Florida Ave,Short Term Acute Care Hospital,Doctors Medical Center Modesto,Modesto,CA
567,6101,California,39.13181750000007,-121.61343329999994,455 Plumas Blvd,Short Term Acute Care Hospital,Sutter Surgical Hospital North Valley,Yuba City,CA
568,6103,California,40.14855190000003,-122.21901959999995,2550 Sister Mary Columba Dr,Short Term Acute Care Hospital,St Elizabeth Community Hospital,Red Bluff,CA
569,6105,California,40.7399,-122.9419,60 Easter Ave,Critical Access Hospital,Trinity Hospital,Weaverville,CA
570,6107,California,36.328572,-119.29495819999994,400 W Mineral King Ave,Short Term Acute Care Hospital,Kaweah Delta Medical Center,Visalia,CA
571,6107,California,36.22113290000004,-119.33849209999994,869 N Cherry St,Short Term Acute Care Hospital,Adventist Health Tulare (FKA Tulare Regional Medical Center),Tulare,CA
572,6107,California,36.06877680000008,-119.02720339999996,465 W Putnam Ave,Short Term Acute Care Hospital,Sierra View Medical Center (FKA Sierra View District Hospital),Porterville,CA
573,6109,California,37.97723380000008,-120.3712182,1000 Greenley Rd,Short Term Acute Care Hospital,Adventist Health Sonora (FKA Sonora Regional Medical Center),Sonora,CA
574,6111,California,34.289206500000034,-118.745137,2975 Sycamore Dr,Short Term Acute Care Hospital,Adventist Health Simi Valley (FKA Simi Valley Hospital & Health Care Services),Simi Valley,CA
575,6111,California,34.21664240000007,-119.15564839999996,1600 N Rose Ave,Short Term Acute Care Hospital,St Johns Regional Medical Center,Oxnard,CA
576,6111,California,34.27719940000003,-119.25298319999996,300 Hillmont Ave,Short Term Acute Care Hospital,Ventura County Medical Center,Ventura,CA
577,6111,California,34.24347880000005,-119.0200789,2309 Antonio Ave,Short Term Acute Care Hospital,St Johns Pleasant Valley Hospital,Camarillo,CA
578,6111,California,34.27449910000007,-119.25772889999996,147 N Brent St,Short Term Acute Care Hospital,Community Memorial Hospital,Ventura,CA
579,6111,California,34.20677960000006,-118.8830898,215 W Janss Rd,Short Term Acute Care Hospital,Los Robles Health System - Los Robles Regional Medical Center,Thousand Oaks,CA
580,6111,California,34.44291320000008,-119.26440669999994,1306 Maricopa Hwy,Critical Access Hospital,Ojai Valley Community Hospital,Ojai,CA
581,6113,California,38.562604400000055,-121.77089589999996,2000 Sutter Pl,Short Term Acute Care Hospital,Sutter Davis Hospital,Davis,CA
582,6113,California,38.66409020000003,-121.79209129999998,1325 Cottonwood St,Short Term Acute Care Hospital,Woodland Memorial Hospital,Woodland,CA
583,6115,California,39.138241,-121.59437249999996,726 4th St,Short Term Acute Care Hospital,Rideout - Adventist Health and Rideout (FKA Rideout Memorial Hospital),Marysville,CA
584,8001,Colorado,39.963935400000025,-104.768639,1600 Prairie Center Pkwy,Short Term Acute Care Hospital,Platte Valley Medical Center,Brighton,CO
585,8001,Colorado,39.742629400000055,-104.84202879999998,12605 E 16th Ave,Short Term Acute Care Hospital,UCHealth University of Colorado Hospital,Aurora,CO
586,8001,Colorado,39.86355510000004,-104.98570889999996,9191 Grant St,Short Term Acute Care Hospital,North Suburban Medical Center,Thornton,CO
587,8001,Colorado,39.74224950000007,-104.83493109999996,13123 E 16th Ave,Childrens Hospital,Childrens Hospital Colorado - Anschutz Medical Campus,Aurora,CO
588,8003,Colorado,37.47247870000007,-105.882886,106 Blanca Ave,Short Term Acute Care Hospital,SLV Health Regional Medical Center,Alamosa,CO
589,8005,Colorado,39.68860370000005,-104.83174179999996,1501 S Potomac St,Short Term Acute Care Hospital,The Medical Center of Aurora - Main Campus,Aurora,CO
590,8005,Colorado,39.65417030000003,-104.98071769999996,501 E Hampden Ave,Short Term Acute Care Hospital,Swedish Medical Center,Englewood,CO
591,8035,Colorado,39.529099,-104.871212,10101 Ridgegate Pkwy,Short Term Acute Care Hospital,Sky Ridge Medical Center,Lone Tree,CO
592,8005,Colorado,39.57628840000007,-104.986104,7700 S Broadway,Short Term Acute Care Hospital,Littleton Adventist Hospital,Littleton,CO
593,8007,Colorado,37.25214290000002,-107.079137,95 S Pagosa Blvd,Critical Access Hospital,Pagosa Springs Medical Center (FKA Pagosa Mountain Hospital),Pagosa Springs,CO
594,8013,Colorado,39.970519,-105.08652149999996,200 Exempla Cir,Short Term Acute Care Hospital,Good Samaritan Medical Center (FKA Exempla Good Samaritan Medical Center LLC),Lafayette,CO
595,8013,Colorado,39.951933300000064,-105.1517462,100 Health Park Dr,Short Term Acute Care Hospital,Avista Adventist Hospital,Louisville,CO
596,8013,Colorado,40.18221950000003,-105.12607829999996,1950 Mountain View Ave,Short Term Acute Care Hospital,Longmont United Hospital,Longmont,CO
597,8015,Colorado,38.54315580000008,-106.0088247,1000 Rush Dr,Critical Access Hospital,Heart of the Rockies Regional Medical Center,Salida,CO
598,8017,Colorado,38.8257,-102.3555,602 N 6th St W,Short Term Acute Care Hospital,Keefe Memorial Hospital,Cheyenne Wells,CO
599,8029,Colorado,38.74539990000005,-108.047,1501 E 3rd St,Short Term Acute Care Hospital,Delta County Memorial Hospital,Delta,CO
600,8031,Colorado,39.73907360000004,-104.94112119999994,1400 Jackson St,Short Term Acute Care Hospital,National Jewish Health,Denver,CO
601,8031,Colorado,39.732185,-104.93404969999996,4567 E 9th Ave,Short Term Acute Care Hospital,Rose Medical Center,Denver,CO
602,8031,Colorado,39.670038600000055,-104.97481949999997,2525 S Downing St,Short Term Acute Care Hospital,Porter Adventist Hospital,Denver,CO
603,8031,Colorado,39.74618820000006,-104.97172679999994,1375 E 19th Ave,Short Term Acute Care Hospital,Saint Joseph Hospital (FKA Exempla St Joseph Hospital),Denver,CO
604,8031,Colorado,39.72824040000006,-104.99108009999998,777 Bannock St,Short Term Acute Care Hospital,Denver Health Main Campus,Denver,CO
605,8031,Colorado,39.74704760000003,-104.9665169,1719 E 19th Ave,Short Term Acute Care Hospital,Presbyterian/St Lukes Medical Center,Denver,CO
606,8059,Colorado,39.71646510000005,-105.1294246,11600 W 2nd Pl,Short Term Acute Care Hospital,St Anthony Hospital,Lakewood,CO
607,8035,Colorado,39.548613300000056,-104.7710383,9395 Crown Crest Blvd,Short Term Acute Care Hospital,Parker Adventist Hospital,Parker,CO
608,8037,Colorado,39.64352080000003,-106.38226629999996,181 W Meadow Dr,Short Term Acute Care Hospital,Vail Health (FKA Vail Valley Medical Center),Vail,CO
609,8041,Colorado,38.839413,-104.7993967,1400 E Boulder St,Short Term Acute Care Hospital,UCHealth Memorial Hospital Central,Colorado Springs,CO
610,8041,Colorado,38.865536700000064,-104.821745,2222 N Nevada Ave,Short Term Acute Care Hospital,Penrose Hospital,Colorado Springs,CO
611,8043,Colorado,38.455663300000026,-105.229732,1338 Phay Ave,Critical Access Hospital,St Thomas More Hospital,Canon City,CO
612,8045,Colorado,39.53249530000005,-107.32150509999995,1906 Blake Ave,Short Term Acute Care Hospital,Valley View Hospital,Glenwood Springs,CO
613,8045,Colorado,39.52111310000004,-107.7700056,501 Airport Rd,Critical Access Hospital,Grand River Medical Center (AKA Grand River Health),Rifle,CO
614,8051,Colorado,38.55186250000003,-106.9249511,711 N Taylor St,Critical Access Hospital,Gunnison Valley Health,Gunnison,CO
615,8055,Colorado,37.60034380000008,-104.83175969999996,23500 Us Highway 160,Critical Access Hospital,Spanish Peaks Regional Health Center,Walsenburg,CO
616,8001,Colorado,39.95643730000006,-104.99119049999996,14300 Orchard Pkwy,Short Term Acute Care Hospital,St Anthony North Health Campus,Westminster,CO
617,8059,Colorado,39.76811210000005,-105.08989879999996,8300 W 38th Ave,Short Term Acute Care Hospital,Lutheran Medical Center (FKA Exempla Lutheran Medical Center),Wheat Ridge,CO
618,8063,Colorado,39.30300650000004,-102.27057579999996,286 16th St,Critical Access Hospital,Kit Carson County Memorial Hospital,Burlington,CO
619,8065,Colorado,39.24488990000003,-106.30151939999996,822 W 4th St,Critical Access Hospital,St Vincent General Hospital District,Leadville,CO
620,8067,Colorado,37.24807060000006,-107.87088269999998,575 Rivergate Ln,Short Term Acute Care Hospital,Animas Surgical Hospital,Durango,CO
621,8067,Colorado,37.23610180000003,-107.82556179999996,1010 Three Springs Blvd,Short Term Acute Care Hospital,Mercy Regional Medical Center,Durango,CO
622,8069,Colorado,40.41323650000004,-105.05132809999998,2000 Boise Ave,Short Term Acute Care Hospital,McKee Medical Center,Loveland,CO
623,8069,Colorado,40.57164840000007,-105.05665469999995,1024 S Lemay Ave,Short Term Acute Care Hospital,UCHealth Poudre Valley Hospital,Fort Collins,CO
624,8069,Colorado,40.37141990000004,-105.51501659999995,555 Prospect Ave,Critical Access Hospital,Estes Park Health (FKA Estes Park Medical Center),Estes Park,CO
625,8069,Colorado,40.41578160000006,-104.9972211,2500 Rocky Mountain Ave,Short Term Acute Care Hospital,UCHealth Medical Center of the Rockies,Loveland,CO
626,8071,Colorado,37.17329490000003,-104.48756569999996,410 Benedicta Ave,Critical Access Hospital,Mt San Rafael Hospital,Trinidad,CO
627,8075,Colorado,40.61239960000006,-103.22108429999996,615 Fairhurst St,Short Term Acute Care Hospital,Sterling Regional MedCenter,Sterling,CO
628,8077,Colorado,39.076286,-108.541018,2121 North Ave,VA Hospital,VA Western Colorado Health Care System (AKA Grand Junction VA Medical Center),Grand Junction,CO
629,8077,Colorado,39.10519720000008,-108.6152656,2351 G Rd,Short Term Acute Care Hospital,Community Hospital (AKA Colorado West Healthcare System),Grand Junction,CO
630,8077,Colorado,39.090481100000034,-108.5627055,2635 N 7th St,Short Term Acute Care Hospital,St Marys Medical Center (FKA St Marys Hospital and Medical Center),Grand Junction,CO
631,8081,Colorado,40.51865460000005,-107.58021559999996,750 Hospital Loop,Critical Access Hospital,Memorial Regional Health (FKA Memorial Hospital at Craig),Craig,CO
632,8083,Colorado,37.36215960000004,-108.57460919999994,1311 N Mildred Rd,Critical Access Hospital,Southwest Memorial Hospital,Cortez,CO
633,8085,Colorado,38.48002040000006,-107.86893879999997,800 S 3rd St,Short Term Acute Care Hospital,Montrose Memorial Hospital,Montrose,CO
634,8087,Colorado,40.259718700000064,-103.795364,1000 Lincoln St,Short Term Acute Care Hospital,Colorado Plains Medical Center,Fort Morgan,CO
635,8087,Colorado,40.25567860000007,-103.64947459999996,2400 Edison St,Critical Access Hospital,East Morgan County Hospital,Brush,CO
636,8089,Colorado,37.97880370000007,-103.54881779999994,1100 Carson Ave,Critical Access Hospital,Arkansas Valley Regional Medical Center,La Junta,CO
637,8095,Colorado,40.57926050000003,-102.29029419999996,1001 E Johnson St,Critical Access Hospital,Melissa Memorial Hospital (AKA East Phillips County Hospital District),Holyoke,CO
638,8097,Colorado,39.19054450000005,-106.83959369999997,401 Castle Creek Rd,Critical Access Hospital,Aspen Valley Hospital,Aspen,CO
639,8099,Colorado,38.069781300000045,-102.61049859999996,401 Kendall Dr,Critical Access Hospital,Prowers Medical Center,Lamar,CO
640,8101,Colorado,38.233881,-104.623987,1008 Minnequa Ave,Short Term Acute Care Hospital,St Mary-Corwin Medical Center,Pueblo,CO
641,8101,Colorado,38.28178310000004,-104.612694,400 W 16th St,Short Term Acute Care Hospital,Parkview Medical Center,Pueblo,CO
642,8103,Colorado,40.04700260000004,-107.88229679999996,100 Pioneers Medical Center Dr,Critical Access Hospital,Pioneers Medical Center,Meeker,CO
643,8103,Colorado,40.083193,-108.80146479999996,225 Eagle Crest St,Critical Access Hospital,Rangely District Hospital,Rangely,CO
644,8105,Colorado,37.6753,-106.3635,310 County Road 14,Critical Access Hospital,Rio Grande Hospital,Del Norte,CO
645,8107,Colorado,40.46333690000006,-106.81455589999996,1024 Central Park Dr,Short Term Acute Care Hospital,UCHealth Yampa Valley Medical Center,Steamboat Springs,CO
646,8117,Colorado,39.538528,-106.131031,340 Peak One Dr,Short Term Acute Care Hospital,St Anthony Summit Medical Center,Frisco,CO
647,8119,Colorado,38.97460420000005,-105.07449,16420 W Us Highway 24,Critical Access Hospital,UCHealth Pikes Peak Regional Hospital,Woodland Park,CO
648,8123,Colorado,40.41402530000005,-104.65224009999996,1801 16th St,Short Term Acute Care Hospital,North Colorado Medical Center,Greeley,CO
649,8125,Colorado,40.076215500000046,-102.23485479999994,1017 W 7th St,Critical Access Hospital,Wray Community District Hospital,Wray,CO
650,8125,Colorado,40.12036020000005,-102.73703489999995,1000 W 8th Ave,Critical Access Hospital,Yuma District Hospital,Yuma,CO
651,9001,Connecticut,41.055853600000034,-73.55386479999999,1 Hospital Plz,Short Term Acute Care Hospital,Stamford Hospital (AKA Stamford Health),Stamford,CT
652,9001,Connecticut,41.201187,-73.20165349999996,2800 Main St,Short Term Acute Care Hospital,St Vincents Medical Center,Bridgeport,CT
653,9001,Connecticut,41.18898730000007,-73.16643619999996,267 Grant St,Short Term Acute Care Hospital,Bridgeport Hospital,Bridgeport,CT
654,9001,Connecticut,41.034308,-73.630196,5 Perryridge Rd,Short Term Acute Care Hospital,Greenwich Hospital,Greenwich,CT
655,9001,Connecticut,41.40508570000003,-73.446289,24 Hospital Ave,Short Term Acute Care Hospital,Danbury Hospital,Danbury,CT
656,9001,Connecticut,41.11112490000005,-73.42224169999997,34 Maple St,Short Term Acute Care Hospital,Norwalk Hospital,Norwalk,CT
657,9003,Connecticut,41.59465280000006,-72.87580679999996,81 Meriden Ave,Short Term Acute Care Hospital,The Hospital of Central Connecticut - Bradley Memorial Campus,Southington,CT
658,9003,Connecticut,41.7114,-72.8395,263 Farmington Ave,Short Term Acute Care Hospital,UConn John Dempsey Hospital (AKA UConn Health Center),Farmington,CT
659,9003,Connecticut,41.75412270000004,-72.67917929999999,80 Seymour St,Short Term Acute Care Hospital,Hartford Hospital,Hartford,CT
660,9003,Connecticut,41.78199710000007,-72.52552429999997,71 Haynes St,Short Term Acute Care Hospital,Manchester Memorial Hospital,Manchester,CT
661,9003,Connecticut,41.67595840000007,-72.93576259999998,41 Brewster Rd,Short Term Acute Care Hospital,Bristol Hospital,Bristol,CT
662,9003,Connecticut,41.80279210000003,-72.72948139999994,1 Abrahms Blvd,Short Term Acute Care Hospital,Hebrew Senior Care,West Hartford,CT
663,9003,Connecticut,41.75375420000006,-72.68182039999994,282 Washington St,Childrens Hospital,Connecticut Childrens Medical Center,Hartford,CT
664,9003,Connecticut,41.77496340000005,-72.69841179999997,114 Woodland St,Short Term Acute Care Hospital,Saint Francis Hospital and Medical Center,Hartford,CT
665,9005,Connecticut,41.88105180000008,-73.48149969999997,50 Hospital Hill Rd,Short Term Acute Care Hospital,Sharon Hospital,Sharon,CT
666,9005,Connecticut,41.79152650000003,-73.13382279999996,540 Litchfield St,Short Term Acute Care Hospital,Charlotte Hungerford Hospital,Torrington,CT
667,9007,Connecticut,41.55447140000007,-72.64706389999998,28 Crescent St,Short Term Acute Care Hospital,Middlesex Hospital (AKA Middlesex Health System),Middletown,CT
668,9009,Connecticut,41.21651820000005,-73.06530019999997,300 Seaside Ave,Short Term Acute Care Hospital,Bridgeport Hospital Milford Campus (FKA Milford Hospital),Milford,CT
669,9009,Connecticut,41.552948300000025,-73.03686629999999,56 Franklin St,Short Term Acute Care Hospital,Saint Marys Hospital,Waterbury,CT
670,9009,Connecticut,41.54011,-72.81888,435 Lewis Ave,Short Term Acute Care Hospital,MidState Medical Center,Meriden,CT
671,9009,Connecticut,41.30442290000008,-72.93556629999995,20 York St,Short Term Acute Care Hospital,Yale New Haven Hospital,New Haven,CT
672,9009,Connecticut,41.256806,-72.832842,100 Double Beach Rd,Short Term Acute Care Hospital,The Connecticut Hospice,Branford,CT
673,9009,Connecticut,41.46281210000007,-72.83649619999994,22 Masonic Ave,Short Term Acute Care Hospital,Masonicare Health Center,Wallingford,CT
674,9009,Connecticut,41.33501910000007,-73.08861989999997,130 Division St,Short Term Acute Care Hospital,Griffin Hospital,Derby,CT
675,9009,Connecticut,41.55911270000007,-73.05985259999994,64 Robbins St,Short Term Acute Care Hospital,Waterbury Hospital (AKA Waterbury HEALTH),Waterbury,CT
676,9011,Connecticut,41.33630780000004,-72.10560469999996,365 Montauk Ave,Short Term Acute Care Hospital,Lawrence & Memorial Hospital,New London,CT
677,9011,Connecticut,41.54324390000005,-72.08899529999997,326 Washington St,Short Term Acute Care Hospital,The William W Backus Hospital (AKA Backus Hospital),Norwich,CT
678,9013,Connecticut,41.86613550000004,-72.45046519999994,31 Union St,Short Term Acute Care Hospital,Rockville General Hospital,Vernon,CT
679,9013,Connecticut,41.978018,-72.39203439999994,201 Chestnut Hill Rd,Short Term Acute Care Hospital,Johnson Memorial Hospital,Stafford Springs,CT
680,9015,Connecticut,41.90654320000005,-71.91373549999997,320 Pomfret St,Short Term Acute Care Hospital,Day Kimball Hospital,Putnam,CT
681,9015,Connecticut,41.71734320000007,-72.22593289999998,112 Mansfield Ave,Short Term Acute Care Hospital,Windham Hospital (FKA Windham Community Memorial Hospital),Willimantic,CT
682,10001,Delaware,39.15129590000004,-75.52362019999998,640 S State St,Short Term Acute Care Hospital,Bayhealth Hospital - Kent Campus,Dover,DE
683,10003,Delaware,39.68819030000003,-75.67687619999998,4755 Ogletown Stanton Rd,Short Term Acute Care Hospital,Christiana Hospital,Newark,DE
684,10003,Delaware,39.74979480000008,-75.56665189999995,701 N Clayton St,Short Term Acute Care Hospital,Saint Francis Healthcare,Wilmington,DE
685,10005,Delaware,38.64230960000003,-75.60659649999997,801 Middleford Rd,Short Term Acute Care Hospital,TidalHealth Nanticoke (FKA Nanticoke Memorial Hospital),Seaford,DE
686,10005,Delaware,38.77195110000008,-75.14304559999994,424 Savannah Rd,Short Term Acute Care Hospital,Beebe Healthcare - Margaret H Rollins Lewes Campus (FKA Beebe Medical Center),Lewes,DE
687,11001,District of Columbia,38.901261,-77.05074119999995,900 23rd St Nw,Short Term Acute Care Hospital,George Washington University Hospital,Washington,DC
688,11001,District of Columbia,38.917530500000055,-77.02044169999994,2041 Georgia Ave NW,Short Term Acute Care Hospital,Howard University Hospital,Washington,DC
689,11001,District of Columbia,38.91145320000004,-77.07527479999999,3800 Reservoir Rd NW,Short Term Acute Care Hospital,MedStar Georgetown University Hospital,Washington,DC
690,11001,District of Columbia,38.936468700000034,-77.10914349999996,5255 Loughboro Rd Nw,Short Term Acute Care Hospital,Sibley Memorial Hospital,Washington,DC
691,11001,District of Columbia,38.835939300000064,-76.98499359999994,1310 Southern Ave SE,Short Term Acute Care Hospital,United Medical Center (AKA Not for Profit Hospital Corporation - Closing 2023),Washington,DC
692,11001,District of Columbia,38.92950040000005,-77.01449849999995,110 Irving St NW,Short Term Acute Care Hospital,MedStar Washington Hospital Center,Washington,DC
693,11001,District of Columbia,38.92731070000008,-77.014524,111 Michigan Ave Nw,Childrens Hospital,Childrens National Medical Center (AKA Childrens National Health System),Washington,DC
694,12001,Florida,29.639952900000026,-82.34267419999998,1600 Sw Archer Rd,Short Term Acute Care Hospital,UF Health Shands Hospital (FKA Shands at the University of Florida),Gainesville,FL
695,12001,Florida,29.66030420000004,-82.41157209999994,6500 W Newberry Rd,Short Term Acute Care Hospital,North Florida Regional Medical Center,Gainesville,FL
696,12005,Florida,30.186569,-85.665132,449 W 23rd St,Short Term Acute Care Hospital,Gulf Coast Regional Medical Center,Panama City,FL
697,12005,Florida,30.159664400000054,-85.64862429999994,615 N Bonita Ave,Short Term Acute Care Hospital,Ascension Sacred Heart Hospital Bay (AKA Bay Medical Sacred Heart),Panama City,FL
698,12009,Florida,28.109221500000046,-80.674222,250 N Wickham Rd,Short Term Acute Care Hospital,Melbourne Regional Medical Center (FKA Wuesthoff Medical Center - Melbourne),Melbourne,FL
699,12009,Florida,28.630702900000077,-80.824111,951 N Washington Ave,Short Term Acute Care Hospital,Parrish Medical Center (AKA Parrish Healthcare),Titusville,FL
700,12009,Florida,28.088147900000024,-80.61430549999994,1350 Hickory St,Short Term Acute Care Hospital,Holmes Regional Medical Center,Melbourne,FL
701,12009,Florida,28.335356300000058,-80.72278189999997,110 Longwood Ave,Short Term Acute Care Hospital,Rockledge Regional Medical Center (FKA Wuesthoff Medical Center - Rockledge),Rockledge,FL
702,12009,Florida,28.360053900000025,-80.62309339999996,701 W Cocoa Beach Cswy,Short Term Acute Care Hospital,Cape Canaveral Hospital,Cocoa Beach,FL
703,12011,Florida,26.126496900000063,-80.20537669999999,401 NW 42nd Ave,Short Term Acute Care Hospital,Plantation General Hospital,Plantation,FL
704,12011,Florida,26.123543,-80.259512,8201 W Broward Blvd,Short Term Acute Care Hospital,Westside Regional Medical Center,Plantation,FL
705,12011,Florida,26.029695600000025,-80.24554909999995,7800 Sheridan St,Short Term Acute Care Hospital,Memorial Hospital Pembroke,Pembroke Pines,FL
706,12011,Florida,26.26310140000004,-80.20294859999996,2801 N State Road 7,Short Term Acute Care Hospital,Northwest Medical Center,Margate,FL
707,12011,Florida,26.206804800000043,-80.11101489999999,6401 N Federal Hwy,Short Term Acute Care Hospital,Broward Health Imperial Point (FKA Imperial Point Medical Center),Fort Lauderdale,FL
708,12011,Florida,26.211968200000054,-80.25426069999997,7201 N University Dr,Short Term Acute Care Hospital,University Hospital & Medical Center,Tamarac,FL
709,12011,Florida,26.27692860000008,-80.12147529999999,201 E Sample Rd,Short Term Acute Care Hospital,Broward Health North (FKA North Broward Medical Center),Deerfield Beach,FL
710,12011,Florida,26.18714370000004,-80.11993139999998,4725 N Federal Hwy,Short Term Acute Care Hospital,Holy Cross Hospital,Fort Lauderdale,FL
711,12011,Florida,26.018917200000036,-80.17972089999995,3501 Johnson St,Short Term Acute Care Hospital,Memorial Regional Hospital,Hollywood,FL
712,12011,Florida,26.102224200000023,-80.14078,1600 S Andrews Ave,Short Term Acute Care Hospital,Broward Health Medical Center (FKA Broward General Medical Center),Fort Lauderdale,FL
713,12011,Florida,26.08160040000007,-80.36376309999997,2950 Cleveland Clinic Blvd,Short Term Acute Care Hospital,Cleveland Clinic Florida,Weston,FL
714,12011,Florida,25.99088680000005,-80.37283869999999,1901 Sw 172nd Ave,Short Term Acute Care Hospital,Memorial Hospital Miramar,Miramar,FL
715,12011,Florida,26.268409200000065,-80.25571089999994,3000 Coral Hills Dr,Short Term Acute Care Hospital,Broward Health Coral Springs (FKA Coral Springs Medical Center),Coral Springs,FL
716,12011,Florida,26.014047,-80.30967639999994,703 N Flamingo Rd,Short Term Acute Care Hospital,Memorial Hospital West,Pembroke Pines,FL
717,12015,Florida,26.94062180000003,-82.04005819999998,809 E Marion Ave,Short Term Acute Care Hospital,Bayfront Health - Punta Gorda (FKA Charlotte Regional Medical Center),Punta Gorda,FL
718,12015,Florida,26.98902860000004,-82.09571829999999,2500 Harbor Blvd,Short Term Acute Care Hospital,Bayfront Health - Port Charlotte (FKA Peace River Regional Medical Center),Port Charlotte,FL
719,12015,Florida,26.988880900000023,-82.09885209999999,21298 Olean Blvd,Short Term Acute Care Hospital,Fawcett Memorial Hospital,Port Charlotte,FL
720,12017,Florida,28.952068300000064,-82.62453939999995,6201 N Suncoast Blvd,Short Term Acute Care Hospital,Bayfront Health - Seven Rivers (FKA Seven Rivers Regional Medical Center),Crystal River,FL
721,12017,Florida,28.833899400000064,-82.33586359999998,502 W Highland Blvd,Short Term Acute Care Hospital,Citrus Memorial Hospital,Inverness,FL
722,12019,Florida,30.165964400000064,-81.73762259999995,2001 Kingsley Ave,Short Term Acute Care Hospital,Orange Park Medical Center,Orange Park,FL
723,12021,Florida,26.213958900000023,-81.73202929999997,6101 Pine Ridge Rd,Short Term Acute Care Hospital,Physicians Regional Medical Center - Pine Ridge,Naples,FL
724,12023,Florida,30.18398380000008,-82.68634779999996,340 NW Commerce Dr,Short Term Acute Care Hospital,Lake City Medical Center,Lake City,FL
725,12027,Florida,27.226838900000075,-81.85029679999997,900 N Robert Ave,Short Term Acute Care Hospital,Desoto Memorial Hospital,Arcadia,FL
726,12031,Florida,30.287847300000067,-81.60116439999996,3625 University Blvd S,Short Term Acute Care Hospital,Memorial Hospital Jacksonville,Jacksonville,FL
727,12031,Florida,30.26279160000007,-81.44146079999996,4500 San Pablo Rd,Short Term Acute Care Hospital,Mayo Clinic Hospital - Florida,Jacksonville,FL
728,12031,Florida,30.273534900000072,-81.39816309999998,1350 13th Ave S,Short Term Acute Care Hospital,Baptist Medical Center Beaches,Jacksonville Beach,FL
729,12031,Florida,30.348622,-81.66413939999995,655 W 8th St,Short Term Acute Care Hospital,UF Health Jacksonville,Jacksonville,FL
730,12031,Florida,30.307202,-81.689871,1 Shircliff Way,Short Term Acute Care Hospital,Ascension St Vincents Riverside Hospital,Jacksonville,FL
731,12031,Florida,30.25377750000007,-81.58267469999998,4201 Belfort Rd,Short Term Acute Care Hospital,Ascension St Vincents Southside Hospital,Jacksonville,FL
732,12033,Florida,30.476728,-87.21151519999995,5151 N 9th Ave,Short Term Acute Care Hospital,Ascension Sacred Heart Hospital Pensacola,Pensacola,FL
733,12033,Florida,30.429481500000065,-87.23127529999994,1000 W Moreno St,Short Term Acute Care Hospital,Baptist Hospital,Pensacola,FL
734,12033,Florida,30.515835700000025,-87.21802039999994,8383 N Davis Hwy,Short Term Acute Care Hospital,West Florida Hospital (AKA West Florida Healthcare),Pensacola,FL
735,12035,Florida,29.47917990000008,-81.18943159999998,60 Memorial Medical Pkwy,Short Term Acute Care Hospital,AdventHealth Palm Coast (FKA Florida Hospital Flagler),Palm Coast,FL
736,12039,Florida,30.70632040000004,-84.84142079999998,100 N Main St,Short Term Acute Care Hospital,Florida State Hospital,Chattahoochee,FL
737,12049,Florida,27.539421300000072,-81.80727739999998,735 S 5th Ave,Critical Access Hospital,AdventHealth Wauchula (FKA Florida Hospital Wauchula),Wauchula,FL
738,12051,Florida,26.75332750000007,-80.94145079999998,524 W Sagamore Ave,Critical Access Hospital,Hendry Regional Medical Center,Clewiston,FL
739,12053,Florida,28.53665540000003,-82.53498979999995,11375 Cortez Blvd,Short Term Acute Care Hospital,Oak Hill Hospital,Brooksville,FL
740,12053,Florida,28.5385,-82.44303859999997,17240 Cortez Blvd,Short Term Acute Care Hospital,Bayfront Health - Brooksville (FKA Brooksville Regional Hospital),Brooksville,FL
741,12055,Florida,27.465613500000075,-81.43296309999994,3600 S Highlands Ave,Short Term Acute Care Hospital,Highlands Regional Medical Center,Sebring,FL
742,12055,Florida,27.500009,-81.439625,4200 Sun N Lake Blvd,Short Term Acute Care Hospital,AdventHealth Sebring (FKA Florida Hospital Heartland Medical Center),Sebring,FL
743,12057,Florida,27.938126900000043,-82.45918469999998,1 Tampa General Cir,Short Term Acute Care Hospital,Tampa General Hospital (AKA Florida Health Sciences Center),Tampa,FL
744,12057,Florida,28.015678200000025,-82.13818909999998,301 N Alexander St,Short Term Acute Care Hospital,South Florida Baptist Hospital,Plant City,FL
745,12057,Florida,27.932747600000027,-82.28738549999997,119 Oakfield Dr,Short Term Acute Care Hospital,Brandon Regional Hospital,Brandon,FL
746,12057,Florida,28.06985970000005,-82.42233039999996,3100 E Fletcher Ave,Short Term Acute Care Hospital,AdventHealth Tampa (FKA Florida Hospital Tampa),Tampa,FL
747,12057,Florida,27.937898200000063,-82.48939929999995,2901 W Swann Ave,Short Term Acute Care Hospital,Memorial Hospital of Tampa (FKA IASIS Memorial Hospital of Tampa),Tampa,FL
748,12057,Florida,27.98148070000008,-82.48909309999993,3001 W Dr Martin Luther King Jr Blvd,Short Term Acute Care Hospital,St Josephs Hospital,Tampa,FL
749,12057,Florida,28.013460700000053,-82.50412249999994,7171 N Dale Mabry Hwy,Short Term Acute Care Hospital,AdventHealth Carrollwood (FKA Florida Hospital Carrollwood),Tampa,FL
